key,ko,en,fr,it,de,es,ja,pt-BR,ru,zh-Hans
p,다행이다! 여기서 계속 주무시고 계셨던 거예요?,Thank goodness! Were you sleeping here the whole time?,Quel soulagement ! Vous dormiez ici depuis tout ce temps ?,Meno male! Ha dormito qui per tutto questo tempo?,Zum Gluck! Haben Sie die ganze Zeit hier geschlafen?,!Que alivio! ?Estuvo durmiendo aqui todo este tiempo?,よかった！ずっとここで寝てたんですか？,Ainda bem! O senhor ficou dormindo aqui o tempo todo?,Слава богу! Вы все это время спали здесь?,太好了！您一直都睡在这里吗？
m,"허허, 지진 때문에 바닥이 흔들리길래...","Heh heh, the ground was shaking because of the earthquake...","Hahaha, le sol tremblait a cause du seisme...","Eh eh, il terreno tremava per via del terremoto...","Hehe, wegen des Erdbebens hat der Boden gebebt...","Jeje, el suelo estaba temblando por el terremoto...",ほっほっ、地震で地面が揺れとったからな...,"Hehe, o chao estava tremendo por causa do terremoto...","Хе-хе, земля тряслась из-за землетрясения...","呵呵, 因为地震地面一直在晃……"
m,땅이 숨 좀 쉬려나 보다 했지.,I thought the earth was just taking a breath.,Je me suis dit que la terre devait simplement respirer un peu.,Pensavo che la terra stesse solo respirando un po'.,"Ich dachte, die Erde wurde nur mal durchatmen.",Pense que la tierra solo estaba respirando un poco.,大地がちょっと息をしとるのかと思ってな。,Achei que a terra estivesse apenas respirando um pouco.,"Я подумал, что земля просто решила передохнуть.",我还以为是大地在喘口气呢。
p,마을이 다 무너졌어요. 어서 위로 올라가야 해요.,The village has completely collapsed. We need to get up there quickly.,Le village s'est entierement effondre. Il faut remonter vite.,Il villaggio e completamente crollato. Dobbiamo salire subito.,Das Dorf ist komplett eingesturzt. Wir mussen schnell nach oben.,El pueblo se derrumbo por completo. Tenemos que subir rapido.,村が全部崩れちゃったんです。早く上に行かないと。,A vila desabou inteira. Precisamos subir rapido.,Деревня полностью разрушилась. Нужно скорее выбираться наверх.,村子全塌了。我们得赶紧上去。
m,마을이 무너졌다고...? 그럴 리가...,The village collapsed...? That can't be...,Le village s'est effondre...? Impossible...,Il villaggio e crollato...? Impossibile...,Das Dorf ist eingesturzt...? Unmoglich...,?El pueblo se derrumbo...? No puede ser...,村が崩れた...？そんなはずは...,A vila desabou...? Nao pode ser...,Деревня разрушилась...? Не может быть...,村子塌了……？不可能……
m,아직 그럴 때가 아닐 텐데.,It shouldn't be time for that yet.,Ce n'etait pourtant pas encore le moment.,Non dovrebbe ancora essere il momento.,Dafur durfte es noch nicht zu spat sein.,Aun no deberia ser el momento.,まだその時ではないはずなんじゃが。,Ainda nao deveria ser a hora disso.,Еще не должно было наступить это время.,按理说还不到那个时候才对。
m,(작게 중얼거리며) 땅의 흐름이 달라졌구나...,(Murmurs quietly) The flow of the earth has changed...,(Murmure doucement) Le flux de la terre a change...,(Mormora piano) Il flusso della terra e cambiato...,(Murmelt leise) Der Fluss der Erde hat sich verandert...,(Murmura en voz baja) El flujo de la tierra ha cambiado...,（小さく呟きながら）大地の流れが変わってしまったか...,(Murmura baixinho) O fluxo da terra mudou...,(Тихо бормочет) Поток земли изменился...,（低声喃喃）大地的流向改变了啊……
p,다들 모일 곳을 마련했으니까 어서 가요.,"I've prepared a place for everyone to gather, so let's go.","J'ai prepare un endroit ou tout le monde peut se reunir, allons-y.","Ho preparato un posto dove tutti possono riunirsi, andiamo.","Ich habe einen Ort vorbereitet, an dem sich alle sammeln konnen. Los.","Prepare un lugar para que todos se reunan, vamos rapido.",みんなが集まれる場所を用意したので、早く行きましょう。,"Preparei um lugar para todos se reunirem, vamos.","Я подготовил место, где все смогут собраться. Пойдемте.","我已经准备好大家集合的地方了, 快走吧。"
p,제 손 잡으세요.,Take my hand.,Prenez ma main.,Prenda la mia mano.,Nehmen Sie meine Hand.,Tome mi mano.,僕の手を掴んでください。,Segure minha mao.,Возьмитесь за мою руку.,抓住我的手吧。
m,"(피코의 손을 잡으려다 멈칫하며) ...피코, 네 손...","(Hesitates while trying to take Pico's hand) ...Pico, your hand...","(Hesite en essayant de prendre la main de Pico) ...Pico, ta main...","(Esita mentre cerca di prendere la mano di Pico) ...Pico, la tua mano...","(Zogert, wahrend er nach Picos Hand greift) ...Pico, deine Hand...","(Duda mientras intenta tomar la mano de Pico) ...Pico, tu mano...",（ピコの手を取ろうとして立ち止まり）...ピコ、お前の手...,"(Hesita ao tentar pegar a mao de Pico) ...Pico, sua mao...","(Колеблется, пытаясь взять Пико за руку) ...Пико, твоя рука...","（正想握住皮科的手时停顿了一下）……皮科, 你的手……"
m,참 시원하구나.,It's very cool.,Elle est bien fraiche.,E davvero fresca.,Sie ist angenehm kuhl.,Esta muy fria.,ひんやりしとるな。,E bem fria.,Такая прохладная.,真凉啊。
p,원래 그렇잖아요. 시원해서 좋죠?,"I've always been like this. It's nice and cool, right?","J'ai toujours ete comme ca. C'est agreable et frais, non ?","Sono sempre stato cosi. E piacevolmente fresco, no?","Ich bin schon immer so gewesen. Angenehm kuhl, oder?","Siempre he sido asi. Es agradable y fresco, ?no?",昔からこうなんです。涼しくて気持ちいいでしょ？,"Sempre fui assim. E refrescante, nao e?","Я всегда такой. Прохладно же, правда?",我一直都是这样。凉凉的不是很好吗？
m,(복잡한 표정으로) ...그래. 아주 깊은 땅속 같구만.,(With a complicated expression) ...Yes. It feels like the deepest part of the earth.,(Avec une expression troublee) ...Oui. On dirait les profondeurs de la terre.,(Con un'espressione complessa) ...Gia. Sembra il cuore piu profondo della terra.,(Mit kompliziertem Gesichtsausdruck) ...Ja. Wie tief unter der Erde.,(Con una expresion compleja) ...Si. Se siente como lo mas profundo de la tierra.,（複雑な表情で）...そうか。まるで深い地の底のようじゃ。,(Com uma expressao complicada) ...Sim. Parece o fundo mais profundo da terra.,(Со сложным выражением лица) ...Да. Словно самые глубокие недра земли.,"（神情复杂地）……是啊, 简直像大地最深处一样。"
m,알았다. 일단 거기로 가마.,Alright. Let's head there for now.,D'accord. Allons-y pour le moment.,Va bene. Andiamo li per ora.,Verstanden. Gehen wir erst einmal dorthin.,Entiendo. Vayamos alli por ahora.,わかった。ひとまずそこへ向かおう。,Entendi. Vamos para la por enquanto.,Понял. Пока что пойдем туда.,知道了。先过去那边吧。
T,**,**,**,**,**,**,**,**,**,**



T,********************************************6. 마을에서 모그와의 대화*******************************************
p,"할아버지, 여기라면 다시 편하게 지내실 수 있을 거예요.","Grandpa, I think you'll be able to live comfortably here again.","Grand-père, je pense que vous pourrez à nouveau vivre confortablement ici.","Nonno, credo che qui potrai tornare a vivere comodamente.","Großvater, ich denke, hier können Sie wieder bequem leben.","Abuelo, creo que aquí podrá volver a vivir cómodamente.",おじいちゃん、ここならまた安心して暮らせると思います。,"Vovô, acho que aqui o senhor poderá viver confortavelmente de novo.","Дедушка, думаю, здесь вы снова сможете жить спокойно.","爷爷, 在这里的话, 您应该又能安心生活了。"
p,집이 다 망가졌지만 제가 금방 번듯하게 다시 지어드릴게요!,"Your house was completely destroyed, but I'll rebuild it properly in no time!","Votre maison a été complètement détruite, mais je vais rapidement la reconstruire comme il faut !","La tua casa è andata completamente distrutta, ma la ricostruirò per bene in un attimo!","Ihr Haus wurde völlig zerstört, aber ich werde es im Handumdrehen ordentlich wieder aufbauen!","Su casa quedó completamente destruida, ¡pero la reconstruiré enseguida como corresponde!",家は全部壊れちゃいましたけど、僕がすぐ立派に建て直します！,"Sua casa foi completamente destruída, mas eu vou reconstruí-la direitinho rapidinho!","Ваш дом был полностью разрушен, но я быстро отстрою его заново как следует!","虽然房子全毁了, 但我很快就会帮您重新盖一栋漂亮的！"
m,"(먼지를 털며) 허허, 이 난리통에 늙은이 처소까지 먼저 챙겨주다니 고맙구나.","(Dusting himself off) Heh heh, thank you for worrying about an old man's place even in this chaos.","(En époussetant ses vêtements) Hé hé, merci de penser à la demeure d'un vieil homme même dans ce chaos.","(Spolverandosi) Eheh, grazie per preoccuparti perfino della dimora di un vecchio in mezzo a questo caos.","(Klopft den Staub ab) Hehe, danke, dass du dich in diesem Chaos sogar um das Zuhause eines alten Mannes kümmerst.","(Sacudiéndose el polvo) Je, je, gracias por preocuparte incluso por la casa de un anciano en medio de todo este caos.",（埃を払いながら）ほっほっ、この大騒ぎの中で年寄りの住処まで気にかけてくれるとはありがたいのう。,"(Sacudindo a poeira) Hehe, obrigado por se preocupar até com a casa de um velho no meio dessa confusão.","(Отряхивая пыль) Хе-хе, спасибо, что даже в таком хаосе заботишься о жилище старика.","（拍掉身上的灰尘）呵呵, 这么混乱的时候还先顾着老头子的住处, 真是谢谢你了。"
p,당연하죠! 전 할아버지가 들려주시는 광산 이야기가 세상에서 제일 재밌는걸요.,Of course! Your mining stories are the most interesting things in the world to me.,Bien sûr ! Les histoires de mine que vous racontez sont les plus intéressantes du monde pour moi.,Certo! Le storie sulla miniera che racconti sono le cose più interessanti del mondo per me.,Natürlich! Ihre Geschichten über die Mine sind für mich die spannendsten überhaupt.,¡Claro! Las historias de la mina que usted cuenta son las más interesantes del mundo para mí.,もちろんです！おじいちゃんの鉱山話、世界で一番面白いですから。,Claro! As histórias da mina que o senhor conta são as mais interessantes do mundo para mim.,Конечно! Ваши истории о шахте для меня самые интересные на свете.,当然啦！爷爷讲的矿山故事可是世界上最有趣的。
m,내 집을 멋지게 지어준다면 나도 아는 걸 다 나눠주마.,"If you build me a fine house, I'll share everything I know too.","Si tu me construis une belle maison, je partagerai tout ce que je sais.","Se mi costruirai una bella casa, anch'io condividerò tutto ciò che so.","Wenn du mir ein schönes Haus baust, werde ich dir auch alles beibringen, was ich weiß.","Si me construyes una buena casa, también compartiré todo lo que sé.",わしの家を立派に建ててくれたら、わしも知っていることを全部教えてやろう。,"Se você construir uma bela casa para mim, eu também compartilharei tudo o que sei.","Если ты построишь мне хороший дом, я тоже поделюсь всем, что знаю.","如果你帮我盖一栋漂亮的房子, 我也会把自己知道的全都告诉你。"
